n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
287,0.6505323333333334,0.0011458313818165102,0.6337916666666666,0.0014437729122761054
288,0.6502733333333334,0.001156706915726209,0.6334816666666666,0.001433560214601683
289,0.6500353333333333,0.001150645133054586,0.6331920000000001,0.0014393000613724578
290,0.6498003333333333,0.001151012983805518,0.632906,0.0014401266148039399
291,0.6495496666666667,0.0011543775619594883,0.63261,0.0014348500502375393
292,0.6493140000000001,0.0011506392426241315,0.6323203333333334,0.001443738049493619
293,0.6490706666666667,0.001157304435123059,0.632023,0.0014312332677333538
294,0.648839,0.0011581770158313473,0.6317416666666666,0.001438623493328098
295,0.6486036666666667,0.001166973959530434,0.631457,0.0014322948951478772
296,0.648378,0.0011636978416524925,0.6311786666666667,0.0014359439017207244
297,0.6481456666666666,0.001171108401852237,0.6308903333333333,0.0014388528609818353
298,0.647922,0.0011635199468280064,0.6306143333333333,0.0014377302327704363
299,0.6476933333333333,0.0011786790157724085,0.6303296666666666,0.00143306439337369
300,0.6474803333333333,0.0011819064636801374,0.6300640000000001,0.0014321014861617442
301,0.6472653333333334,0.0011909215852533184,0.6297940000000001,0.0014194879358416814
302,0.6470536666666667,0.0011889912624667342,0.6295256666666665,0.0014241501169313373
303,0.6468286666666666,0.0011942535558061296,0.6292636666666667,0.00141081544584053
304,0.6466126666666666,0.0012052466783009762,0.62899,0.0014031481271293766
305,0.6464023333333333,0.0012187166291727687,0.6287233333333333,0.0013920029533813056
306,0.6462026666666666,0.0012246448011113112,0.628466,0.0013921999377484115
307,0.645992,0.0012394598285812523,0.6282066666666667,0.0013785432730079666
308,0.6457879999999999,0.001244627655164382,0.6279476666666667,0.0013710152766795965
309,0.6455816666666666,0.0012560343236640706,0.6276843333333333,0.0013699081072182408
310,0.645382,0.0012602166480411424,0.6274339999999999,0.0013676990409686777
311,0.6451806666666666,0.001253539610684678,0.627177,0.0013756179217597727
312,0.644981,0.001269085760170165,0.626929,0.0013617452037734514
313,0.6447776666666667,0.0012718766536980685,0.6266786666666667,0.0013657194278311846
314,0.644574,0.0012782730537721774,0.6264216666666665,0.001359811833388081
315,0.6443789999999999,0.001284430613151221,0.6261806666666666,0.0013560492452546079
316,0.644167,0.0012861718392189916,0.6259226666666666,0.001358236683678108
317,0.6439713333333333,0.0013067196417832856,0.625682,0.0013430472813717295
318,0.6437793333333334,0.0012945321763307204,0.6254366666666666,0.0013500153908587447
319,0.643577,0.0013033272804633845,0.6251863333333333,0.0013404930270446952
320,0.643398,0.0012994532183447961,0.6249523333333333,0.0013474599148850955
321,0.643193,0.0013167113072601328,0.6247050000000001,0.0013324601307356499
322,0.642994,0.0013220627821703224,0.6244586666666666,0.001331638172411061
323,0.6428143333333334,0.0013096771442696173,0.6242263333333333,0.0013338666433426885
324,0.6426176666666666,0.0013250032285076216,0.623983,0.0013285413053420834
325,0.6424296666666667,0.0013215930622632332,0.6237533333333334,0.00132641781585674
326,0.6422370000000001,0.0013285009095468149,0.6235103333333334,0.0013277616084557248
327,0.6420626666666667,0.0013264620445213034,0.6232966666666666,0.0013235725224641872
328,0.6418750000000001,0.0013353299217796627,0.623055,0.0013244684468369159
329,0.6416946666666666,0.0013402746816314416,0.6228266666666666,0.0013158361937904318
330,0.641523,0.0013288237906760535,0.6226053333333333,0.0013310352695886352
331,0.641341,0.0013405829577712283,0.6223796666666667,0.0013215078088641393
332,0.6411573333333334,0.0013392068133372325,0.622149,0.0013357854119081748
333,0.6409910000000001,0.0013374605290125763,0.6219286666666667,0.0013412144579530163
334,0.640806,0.001345656964707838,0.6217043333333333,0.0013368875129277857
335,0.640635,0.0013407567514902787,0.6214883333333333,0.001347068999305128
336,0.6404666666666666,0.0013477629201342988,0.621275,0.001344663774579625
337,0.6402823333333333,0.001338237979168449,0.6210356666666667,0.0013574054499505617
338,0.6401153333333333,0.0013376208564296705,0.6208283333333333,0.0013617988919889235
339,0.6399306666666668,0.001324099022815999,0.620588,0.0013746609278897266
340,0.6397743333333333,0.0013203813422223265,0.6203866666666666,0.001379410824309493
341,0.6395976666666666,0.0013297509374148259,0.6201673333333333,0.0013656803758159925
342,0.6394350000000001,0.001336392158013518,0.6199643333333333,0.001359816245756121
343,0.6392613333333333,0.0013243215453791805,0.6197393333333333,0.00137682880401145
344,0.6390993333333334,0.0013258965101226874,0.6195346666666667,0.0013764246760680026
345,0.6389306666666666,0.0013206024719380608,0.619312,0.0013824010513113691
346,0.63877,0.0013197002184840085,0.6191023333333333,0.0013969338646558419
347,0.6386113333333333,0.001332287339711475,0.6189036666666666,0.0013874062931319975
348,0.638452,0.0013427762285652916,0.6186893333333333,0.001370790850405551
349,0.6382866666666667,0.001343735175628842,0.6184773333333333,0.0013813993710083676
350,0.6381166666666668,0.0013353167747350713,0.6182543333333334,0.0013897782397042783
351,0.6379633333333333,0.0013388416220333234,0.6180513333333334,0.001394179647279678
352,0.6378026666666666,0.0013366306728321128,0.6178446666666666,0.001390641658452032
353,0.6376393333333333,0.0013454975122814438,0.6176276666666667,0.0013826518803452632
354,0.6374993333333334,0.0013403903245779772,0.6174396666666667,0.0013856436129907955
355,0.637348,0.0013385128563696085,0.6172293333333334,0.0013922694502941162
356,0.6371983333333334,0.0013464794424308398,0.6170313333333334,0.0013816611580107236
357,0.6370356666666667,0.0013408788991636342,0.6168146666666666,0.0013868170591521678
358,0.6368863333333333,0.0013547079226001125,0.616617,0.0013832601587071948
359,0.636734,0.0013652342900273894,0.6164203333333332,0.0013717711989330809
